PriceList,Catalog,GradeGroup,Price
ufca 1711e v4,37216-03,600,7500.0
ufca 1711e v4,37216-03,700,8800.0
ufca 1711e v4,37216-03,800,10100.0
ufca 1711e v4,37216-04,100,1300.0
ufca 1711e v4,37216-04,200,2400.0
ufca 1711e v4,37216-04,300,3800.0
ufca 1711e v4,37216-04,400,5200.0
ufca 1711e v4,37216-04,500,6600.0
ufca 1711e v4,37216-04,600,8000.0
ufca 1711e v4,37216-04,700,9400.0
ufca 1711e v4,37216-04,800,10800.0
ufca 1711e v4,37216-24,100,1400.0
ufca 1711e v4,37216-24,200,2500.0
ufca 1711e v4,37216-24,300,4000.0
ufca 1711e v4,37216-24,400,5500.0
ufca 1711e v4,37216-24,500,7000.0
ufca 1711e v4,37216-24,600,8500.0
ufca 1711e v4,37216-24,700,10000.0
ufca 1711e v4,37216-24,800,11500.0
ufca 1711e v4,37216-S3,100,1500.0
ufca 1711e v4,37216-S3,200,2600.0
ufca 1711e v4,37216-S3,300,4200.0
ufca 1711e v4,37216-S3,400,5800.0
ufca 1711e v4,37216-S3,500,7400.0
ufca 1711e v4,37216-S3,600,9000.0
ufca 1711e v4,37216-S3,700,10600.0
ufca 1711e v4,37216-S3,800,12200.0
ufmx 1711e v4,30216-01,10,300
ufmx 1711e v4,30216-01,20,350.0
ufmx 1711e v4,30216-01,30,400.0
ufmx 1711e v4,30216-01,40,450.0
ufmx 1711e v4,30216-01,50,500.0
ufmx 1711e v4,30216-01,60,550.0
ufmx 1711e v4,30216-01,F,700.0
ufmx 1711e v4,30216-01,I,750.0
ufmx 1711e v4,30216-02,10,800
ufmx 1711e v4,30216-02,20,850.0
ufmx 1711e v4,30216-02,30,900.0
ufmx 1711e v4,30216-02,40,950.0
ufmx 1711e v4,30216-02,50,1000.0
ufmx 1711e v4,30216-02,60,1050.0
ufmx 1711e v4,30216-02,F,1200.0
ufmx 1711e v4,30216-02,I,1250.0
ufmx 1711e v4,30216-03,10,1300
ufmx 1711e v4,30216-03,20,1350.0
ufmx 1711e v4,30216-03,30,1400.0
ufmx 1711e v4,30216-03,40,1450.0
ufmx 1711e v4,30216-03,50,1500.0
ufmx 1711e v4,30216-03,60,1550.0
ufmx 1711e v4,30216-03,F,1700.0
ufmx 1711e v4,30216-03,I,1750.0
ufmx 1711e v4,30216-04,10,1800
ufmx 1711e v4,30216-04,20,1850.0
ufmx 1711e v4,30216-04,30,1900.0
ufmx 1711e v4,30216-04,40,1950.0
ufmx 1711e v4,30216-04,50,2000.0
ufmx 1711e v4,30216-04,60,2050.0
ufmx 1711e v4,30216-04,F,2200.0
ufmx 1711e v4,30216-04,I,2250.0
ufmx 1711e v4,30216-24,10,2300
ufmx 1711e v4,30216-24,20,2350.0
ufmx 1711e v4,30216-24,30,2400.0
ufmx 1711e v4,30216-24,40,2450.0
ufmx 1711e v4,30216-24,50,2500.0
ufmx 1711e v4,30216-24,60,2550.0
ufmx 1711e v4,30216-24,F,2700.0
ufmx 1711e v4,30216-24,I,2750.0
ufmx 1711e v4,30216-S3,10,2800
ufmx 1711e v4,30216-S3,20,2850.0
ufmx 1711e v4,30216-S3,30,2900.0
ufmx 1711e v4,30216-S3,40,2950.0
ufmx 1711e v4,30216-S3,50,3000.0
ufmx 1711e v4,30216-S3,60,3050.0
ufmx 1711e v4,30216-S3,F,3200.0
ufmx 1711e v4,30216-S3,I,3250.0
ufmx 1711e v4,37216-01,100,500.0
ufmx 1711e v4,37216-01,200,1000.0
ufmx 1711e v4,37216-01,300,1500.0
ufmx 1711e v4,37216-01,400,2000.0
ufmx 1711e v4,37216-01,500,2500.0
ufmx 1711e v4,37216-01,600,3000.0
ufmx 1711e v4,37216-01,700,3500.0
ufmx 1711e v4,37216-01,800,4000.0
ufmx 1711e v4,37216-02,100,550.0
ufmx 1711e v4,37216-02,200,1250.0
ufmx 1711e v4,37216-02,300,2000.0
ufmx 1711e v4,37216-02,400,2750.0
ufmx 1711e v4,37216-02,500,3500.0
ufmx 1711e v4,37216-02,600,4250.0
ufmx 1711e v4,37216-02,700,5000.0
ufmx 1711e v4,37216-02,800,5750.0
ufmx 1711e v4,37216-03,100,600.0
ufmx 1711e v4,37216-03,200,1150.0
ufmx 1711e v4,37216-03,300,1800.0
ufmx 1711e v4,37216-03,400,2450.0
ufmx 1711e v4,37216-03,500,3100.0
ufmx 1711e v4,37216-03,600,3750.0
ufmx 1711e v4,37216-03,700,4400.0
ufmx 1711e v4,37216-03,800,5050.0
ufmx 1711e v4,37216-04,100,650.0
ufmx 1711e v4,37216-04,200,1200.0
ufmx 1711e v4,37216-04,300,1900.0
ufmx 1711e v4,37216-04,400,2600.0
ufmx 1711e v4,37216-04,500,3300.0
ufmx 1711e v4,37216-04,600,4000.0
ufmx 1711e v4,37216-04,700,4700.0
ufmx 1711e v4,37216-04,800,5400.0
ufmx 1711e v4,37216-24,100,700.0
ufmx 1711e v4,37216-24,200,1250.0
ufmx 1711e v4,37216-24,300,2000.0
ufmx 1711e v4,37216-24,400,2750.0
ufmx 1711e v4,37216-24,500,3500.0
ufmx 1711e v4,37216-24,600,4250.0
ufmx 1711e v4,37216-24,700,5000.0
ufmx 1711e v4,37216-24,800,5750.0
ufmx 1711e v4,37216-S3,100,750.0
ufmx 1711e v4,37216-S3,200,1300.0
ufmx 1711e v4,37216-S3,300,2100.0
ufmx 1711e v4,37216-S3,400,2900.0
ufmx 1711e v4,37216-S3,500,3700.0
ufmx 1711e v4,37216-S3,600,4500.0
ufmx 1711e v4,37216-S3,700,5300.0
ufmx 1711e v4,37216-S3,800,6100.0
